,Date,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,count,count_xgb1,count_xgb2,count_dt,count_lr,error_xgb1,error_xgb2,error_dt,error_lr,count_xgb_day,count_xgb_night,error_xgb_day,error_xgb_night,count_xgb_summer,count_xgb_winter,error_xgb_summer,error_xgb_winter
7090,2018-09-22,10,21.8,67,1.9,878,15.3,1.88,0.0,0.0,Autumn,No Holiday,Yes,925,1015.29376,971.33594,702.0,936.055283411581,-90.29376220703125,-46.3359375,223.0,-11.055283411580945,1289.2328,2222.9817,-364.2327880859375,-1297.981689453125,1060.4846,486.2715,-135.484619140625,438.7284851074219
3725,2018-05-05,5,12.2,52,2.3,1961,2.6,0.0,0.0,0.0,Spring,No Holiday,Yes,190,290.0749,237.34319,252.0,689.9984170244254,-100.07489013671875,-47.34318542480469,-62.0,-499.9984170244254,478.38727,918.97144,-288.38726806640625,-728.971435546875,184.37823,139.52867,5.62176513671875,50.47132873535156
1187,2018-01-19,11,2.2,20,0.6,1794,-18.5,0.83,0.0,0.0,Winter,No Holiday,Yes,283,325.11133,258.63336,183.0,471.16289995630257,-42.111328125,24.36663818359375,100.0,-188.16289995630257,284.8116,682.20496,-1.811614990234375,-399.2049560546875,806.1191,254.19897,-523.1190795898438,28.801025390625
2130,2018-02-27,18,6.6,62,0.8,522,-0.1,0.05,0.0,0.0,Winter,No Holiday,Yes,897,485.97803,625.13153,572.0,547.718852177029,411.02197265625,271.86846923828125,325.0,349.281147822971,479.62054,670.84534,417.37945556640625,226.1546630859375,2081.5854,540.5932,-1184.58544921875,356.40679931640625
7535,2018-10-10,23,8.5,52,0.6,2000,-0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,901,948.70905,897.5772,896.0,1206.0635707410715,-47.70904541015625,3.42279052734375,5.0,-305.06357074107154,889.02734,1208.7517,11.97265625,-307.751708984375,1482.4648,473.80737,-581.46484375,427.192626953125
7416,2018-10-06,0,16.4,94,1.8,1744,15.4,0.0,1.0,0.0,Autumn,No Holiday,No,0,52.84871,-33.319027,14.0,-564.7298136032731,-52.84870910644531,33.319026947021484,-14.0,564.7298136032731,1.4391428,35.650852,-1.4391428232192993,-35.65085220336914,416.67087,382.84528,-416.6708679199219,-382.84527587890625
7119,2018-09-23,15,25.0,28,2.2,2000,5.2,2.39,0.0,0.0,Autumn,Holiday,Yes,1366,1407.7126,1624.6952,1948.0,1267.587360460148,-41.712646484375,-258.6951904296875,-582.0,98.41263953985208,1548.166,1817.1938,-182.166015625,-451.19384765625,1570.2103,471.15326,-204.2103271484375,894.8467407226562
8206,2018-11-07,22,13.2,74,1.4,1407,8.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,1003,1126.2811,1199.7535,1062.0,1125.0599402636203,-123.2811279296875,-196.7535400390625,-59.0,-122.05994026362032,718.3653,745.1589,284.63470458984375,257.84112548828125,1432.7706,618.92566,-429.7706298828125,384.0743408203125
6768,2018-09-09,0,19.6,53,1.5,2000,9.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1185,865.44714,887.2576,1107.0,856.9392946449152,319.5528564453125,297.74237060546875,78.0,328.0607053550848,687.0784,653.8986,497.92156982421875,531.1013793945312,1110.0891,281.05826,74.910888671875,903.9417419433594
3299,2018-04-17,11,16.9,27,1.5,1354,-2.2,2.66,0.0,0.0,Spring,No Holiday,Yes,822,930.0002,866.8685,829.0,914.243812750045,-108.00018310546875,-44.8685302734375,-7.0,-92.24381275004498,979.1194,1330.8525,-157.119384765625,-508.8525390625,1060.7097,420.45053,-238.709716796875,401.5494689941406
6559,2018-08-31,7,22.9,83,0.6,1127,19.8,0.01,0.0,0.0,Summer,No Holiday,Yes,828,694.7619,680.80255,345.0,729.701242451973,133.23809814453125,147.19744873046875,483.0,98.29875754802697,349.49756,875.17096,478.50244140625,-47.17095947265625,704.0721,355.03232,123.92791748046875,472.9676818847656
570,2017-12-24,18,1.9,82,4.3,699,-0.8,0.01,0.5,0.0,Winter,Holiday,Yes,128,261.0901,269.2684,104.0,161.21481698962958,-133.090087890625,-141.26840209960938,24.0,-33.21481698962958,91.07786,346.4113,36.922142028808594,-218.41128540039062,1172.836,178.8817,-1044.8360595703125,-50.88169860839844
4044,2018-05-18,12,16.6,96,0.8,430,15.9,0.34,0.0,0.0,Spring,No Holiday,Yes,185,422.61566,149.58813,59.0,553.3774885800256,-237.61566162109375,35.411865234375,126.0,-368.37748858002556,76.972916,734.00006,108.02708435058594,-549.0000610351562,1004.52374,292.50854,-819.5237426757812,-107.508544921875
5421,2018-07-14,21,28.2,64,2.8,2000,20.7,0.0,0.0,0.0,Summer,No Holiday,Yes,2011,1797.9791,2027.6853,2241.0,1463.6544224410504,213.0208740234375,-16.685302734375,-230.0,547.3455775589496,1176.0063,949.6318,834.99365234375,1061.3682250976562,2054.1106,576.2797,-43.110595703125,1434.7202758789062
71,2017-12-03,23,3.9,90,1.3,194,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes,303,202.70053,288.46884,350.0,376.3539040750928,100.29946899414062,14.531158447265625,-47.0,-73.35390407509283,204.1909,137.55357,98.80909729003906,165.44642639160156,665.55725,174.68326,-362.5572509765625,128.31674194335938
978,2018-01-10,18,-7.8,32,4.5,2000,-21.6,0.02,0.0,0.0,Winter,No Holiday,Yes,437,317.69476,310.4084,288.0,495.37010511201004,119.30523681640625,126.59161376953125,149.0,-58.37010511201004,392.49255,502.50534,44.5074462890625,-65.50534057617188,1867.1532,206.58273,-1430.1531982421875,230.41726684570312
1940,2018-02-19,20,2.4,60,1.9,661,-4.5,0.0,0.0,0.0,Winter,No Holiday,Yes,417,330.74896,318.00497,388.0,537.7004225799103,86.25103759765625,98.99502563476562,29.0,-120.70042257991031,410.2518,324.4008,6.748199462890625,92.59921264648438,2160.5974,328.9542,-1743.597412109375,88.04580688476562
921,2018-01-08,9,0.8,47,0.9,1070,-9.2,0.05,0.0,0.0,Winter,No Holiday,Yes,387,315.85352,416.56052,347.0,277.27200760943407,71.146484375,-29.560516357421875,40.0,109.72799239056593,444.422,380.00812,-57.4219970703125,6.99188232421875,513.0255,382.0907,-126.0255126953125,4.9093017578125
5183,2018-07-04,23,24.7,74,1.4,1596,19.7,0.0,0.0,0.0,Summer,No Holiday,Yes,1432,1307.3118,1223.636,1277.0,1317.8093855857169,124.688232421875,208.364013671875,155.0,114.19061441428312,738.3768,969.35504,693.6232299804688,462.64495849609375,1261.2263,561.69653,170.773681640625,870.303466796875
6748,2018-09-08,4,17.2,66,0.6,2000,10.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,285,324.07343,238.64311,241.0,786.5465609869285,-39.07342529296875,46.35688781738281,44.0,-501.5465609869285,213.95271,1029.0989,71.04728698730469,-744.098876953125,134.85748,223.5811,150.14251708984375,61.41889953613281
5688,2018-07-26,0,27.7,78,1.2,1341,23.5,0.0,0.0,0.0,Summer,No Holiday,Yes,939,855.98236,931.98004,707.0,717.7086468220003,83.01763916015625,7.01995849609375,232.0,221.29135317799967,681.3237,895.44305,257.67626953125,43.55694580078125,879.0144,410.47485,59.985595703125,528.525146484375
7053,2018-09-20,21,18.7,84,2.7,1744,15.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,784,1218.6715,1238.5197,898.0,1179.5553248994042,-434.6715087890625,-454.5196533203125,-114.0,-395.55532489940424,801.6933,938.85834,-17.69329833984375,-154.85833740234375,1209.8383,523.0962,-425.8382568359375,260.90380859375
2943,2018-04-02,15,23.7,43,2.8,1347,10.3,2.28,0.0,0.0,Spring,No Holiday,Yes,993,1361.5804,1431.1268,1280.0,1153.7632883041783,-368.5804443359375,-438.1268310546875,-287.0,-160.76328830417833,1107.0319,2148.0955,-114.0318603515625,-1155.095458984375,1474.7977,501.2371,-481.7977294921875,491.7629089355469
5453,2018-07-16,5,24.3,85,1.0,1496,21.6,0.0,0.0,0.0,Summer,No Holiday,Yes,324,334.3321,316.40637,223.0,705.0337934163292,-10.33209228515625,7.5936279296875,101.0,-381.0337934163292,470.11795,436.6516,-146.11795043945312,-112.651611328125,210.12933,246.14229,113.87066650390625,77.85771179199219
5891,2018-08-03,11,35.7,42,1.6,1727,20.7,2.56,0.0,0.0,Summer,No Holiday,Yes,575,675.57294,578.662,583.0,1314.4470865762366,-100.57293701171875,-3.6619873046875,-8.0,-739.4470865762366,670.2437,1363.1318,-95.24371337890625,-788.1318359375,657.162,436.23163,-82.1619873046875,138.76837158203125
6818,2018-09-11,2,18.9,52,1.1,2000,8.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,435,513.0253,468.8001,462.0,895.3444944857447,-78.02532958984375,-33.80010986328125,-27.0,-460.3444944857447,703.76117,1003.1982,-268.76116943359375,-568.1981811523438,496.47076,277.57617,-61.47076416015625,157.423828125
6877,2018-09-13,13,25.1,56,2.0,1964,15.6,1.41,0.0,0.0,Autumn,No Holiday,Yes,1014,1164.0988,1226.3081,1314.0,1237.236240156184,-150.0987548828125,-212.30810546875,-300.0,-223.23624015618407,1160.102,1975.8457,-146.10205078125,-961.845703125,1183.2572,511.64813,-169.2572021484375,502.35186767578125
7079,2018-09-21,23,19.5,82,0.6,2000,16.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1171,1223.3578,1125.2001,1309.0,1237.2937058009848,-52.3577880859375,45.7999267578125,-138.0,-66.29370580098475,496.8337,1043.3922,674.1662902832031,127.6077880859375,1061.9175,585.8826,109.08251953125,585.1173706054688
5091,2018-07-01,3,22.7,86,0.7,1455,20.2,0.0,0.0,0.0,Summer,No Holiday,Yes,368,371.036,393.11166,344.0,592.6945726726226,-3.0360107421875,-25.111663818359375,24.0,-224.6945726726226,274.69345,445.48578,93.30654907226562,-77.48577880859375,298.83017,289.8835,69.16983032226562,78.11648559570312
1935,2018-02-19,15,6.3,35,2.6,991,-8.0,1.2,0.0,0.0,Winter,No Holiday,Yes,392,444.31656,393.24582,269.0,610.5043950980871,-52.316558837890625,-1.245819091796875,123.0,-218.50439509808712,334.11603,678.5681,57.88397216796875,-286.568115234375,1020.37506,383.19537,-628.3750610351562,8.80462646484375
702,2017-12-30,6,-1.1,81,1.0,253,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes,62,148.01279,86.99215,120.0,-147.4399431483891,-86.01278686523438,-24.992149353027344,-58.0,209.4399431483891,154.60448,84.76108,-92.60447692871094,-22.761077880859375,428.3516,84.39719,-366.3515930175781,-22.397186279296875
5876,2018-08-02,20,33.9,58,2.4,1519,24.4,0.04,0.0,0.0,Summer,No Holiday,Yes,1480,1619.3087,1688.7097,1565.0,1612.6682512638858,-139.3087158203125,-208.709716796875,-85.0,-132.66825126388585,1097.9302,1702.9203,382.06982421875,-222.9202880859375,1721.1536,539.91907,-241.153564453125,940.0809326171875
8299,2018-11-11,19,8.7,52,0.8,1590,-0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,685,1173.571,1230.756,1507.0,1100.3916752403784,-488.571044921875,-545.7559814453125,-822.0,-415.3916752403784,943.7903,1205.3171,-258.790283203125,-520.317138671875,1748.4146,587.36536,-1063.41455078125,97.6346435546875
1858,2018-02-16,10,-1.3,32,1.5,1933,-15.9,1.24,0.0,0.0,Winter,Holiday,Yes,78,257.05716,115.55085,110.0,156.8971542168045,-179.05715942382812,-37.55084991455078,-32.0,-78.8971542168045,178.1112,372.69785,-100.1112060546875,-294.6978454589844,844.165,124.501465,-766.1649780273438,-46.50146484375
2244,2018-03-04,12,10.7,85,0.9,393,8.2,0.52,0.0,0.0,Spring,No Holiday,Yes,358,551.4083,308.3413,273.0,486.8393369974052,-193.4083251953125,49.65869140625,85.0,-128.8393369974052,497.765,324.88306,-139.7650146484375,33.116943359375,918.5666,444.43076,-560.5665893554688,-86.43075561523438
5954,2018-08-06,2,28.6,80,1.2,1163,24.8,0.0,0.0,0.0,Summer,No Holiday,Yes,309,543.763,422.81696,466.0,778.0969724348449,-234.76300048828125,-113.81695556640625,-157.0,-469.09697243484493,699.17114,385.80832,-390.171142578125,-76.80831909179688,414.27753,400.50235,-105.27752685546875,-91.50234985351562
7063,2018-09-21,7,17.6,96,1.7,310,16.9,0.0,5.0,0.0,Autumn,No Holiday,Yes,45,113.19782,99.45821,8.0,342.7476504278551,-68.19782257080078,-54.458213806152344,37.0,-297.7476504278551,35.26209,364.10583,9.737911224365234,-319.1058349609375,110.192535,307.35046,-65.19253540039062,-262.3504638671875
3742,2018-05-05,22,19.1,61,2.7,1830,11.3,0.0,0.0,0.0,Spring,No Holiday,Yes,1360,1534.0117,1531.7788,1213.0,1272.2947525789168,-174.01171875,-171.77880859375,147.0,87.70524742108319,939.1873,1041.9746,420.81268310546875,318.025390625,2083.2554,537.3175,-723.25537109375,822.6824951171875
5464,2018-07-16,16,33.3,46,3.1,1914,20.1,2.51,0.0,0.0,Summer,No Holiday,Yes,818,923.2291,901.9693,912.0,1402.269914002347,-105.2291259765625,-83.96929931640625,-94.0,-584.2699140023469,839.8302,1218.9119,-21.8302001953125,-400.911865234375,810.28827,527.938,7.71173095703125,290.06201171875
2524,2018-03-16,4,5.7,62,2.4,2000,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,85,170.27988,155.79292,102.0,418.65529609986623,-85.27987670898438,-70.79292297363281,-17.0,-333.65529609986623,354.35962,473.18463,-269.359619140625,-388.18463134765625,199.00735,144.66153,-114.00735473632812,-59.661529541015625
5589,2018-07-21,21,30.2,54,1.8,2000,19.8,0.0,0.0,0.0,Summer,No Holiday,Yes,1731,1676.4031,1734.4652,1387.0,1572.218477784841,54.596923828125,-3.4652099609375,344.0,158.78152221515893,77.35338,760.27814,1653.6466217041016,970.7218627929688,1722.4545,593.5291,8.5455322265625,1137.4708862304688
6715,2018-09-06,19,25.3,71,3.3,2000,19.6,0.05,0.0,0.0,Autumn,No Holiday,Yes,1990,1873.9392,1985.4717,2415.0,1416.4724379495474,116.060791015625,4.5283203125,-425.0,573.5275620504526,1080.8214,2455.2056,909.1785888671875,-465.20556640625,1931.06,606.83154,58.93994140625,1383.16845703125
4581,2018-06-09,21,22.4,72,1.5,1816,17.0,0.0,0.1,0.0,Summer,No Holiday,Yes,225,1251.5778,1038.9337,2200.0,1217.0524011976745,-1026.5777587890625,-813.9337158203125,-1975.0,-992.0524011976745,330.63724,742.46783,-105.63723754882812,-517.4678344726562,1091.9506,606.3131,-866.9505615234375,-381.3131103515625
6606,2018-09-02,6,20.2,66,1.0,2000,13.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,249,459.79785,462.56882,676.0,927.2250981203356,-210.7978515625,-213.56881713867188,-427.0,-678.2250981203356,306.04605,764.96204,-57.046051025390625,-515.9620361328125,183.60663,227.0148,65.39337158203125,21.985198974609375
2075,2018-02-25,11,4.3,29,2.6,1293,-12.2,1.87,0.0,0.0,Winter,No Holiday,Yes,244,384.15326,467.10333,342.0,436.80941227298405,-140.15325927734375,-223.10333251953125,-98.0,-192.80941227298405,402.34854,626.01825,-158.34854125976562,-382.01824951171875,861.9972,349.05133,-617.9971923828125,-105.05133056640625
3616,2018-04-30,16,24.8,45,1.8,549,12.0,2.05,0.0,0.0,Spring,No Holiday,Yes,1344,1492.1053,1350.3435,1467.0,1188.0807540333117,-148.1053466796875,-6.343505859375,-123.0,155.91924596668832,1249.905,1656.5663,94.094970703125,-312.5662841796875,1888.9485,549.81165,-544.948486328125,794.1883544921875
2186,2018-03-02,2,-5.3,52,1.2,1434,-13.6,0.0,0.0,0.0,Spring,No Holiday,Yes,71,172.30821,126.30165,134.0,138.30498347166105,-101.30821228027344,-55.30165100097656,-63.0,-67.30498347166105,166.26704,102.750465,-95.26704406738281,-31.750465393066406,521.544,74.40325,-450.54400634765625,-3.4032516479492188
8239,2018-11-09,7,10.4,81,3.0,1741,7.2,0.0,0.0,0.0,Autumn,No Holiday,No,0,70.97119,-24.413399,0.0,-332.2139262800846,-70.97119140625,24.41339874267578,0.0,332.2139262800846,491.94742,134.1413,-491.9474182128906,-134.14129638671875,434.4113,323.51913,-434.4112854003906,-323.5191345214844
5205,2018-07-05,21,25.2,67,1.5,2000,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes,2063,1809.9528,2068.734,1851.0,1338.7832751863575,253.0472412109375,-5.73388671875,212.0,724.2167248136425,403.26425,969.7917,1659.7357482910156,1093.2083129882812,2096.992,612.7656,-33.991943359375,1450.234375
206,2017-12-09,14,4.7,32,2.2,1948,-10.6,1.06,0.0,0.0,Winter,No Holiday,Yes,486,392.37323,408.225,569.0,572.3100105739419,93.62677001953125,77.77499389648438,-83.0,-86.3100105739419,428.27185,578.31396,57.7281494140625,-92.31396484375,1135.6141,403.71567,-649.6141357421875,82.28433227539062
4239,2018-05-26,15,29.4,30,2.0,882,10.0,2.82,0.0,0.0,Spring,No Holiday,Yes,1575,1359.886,1194.7119,1171.0,1309.6272817298507,215.114013671875,380.2880859375,404.0,265.37271827014933,970.6001,1768.6718,604.39990234375,-193.6717529296875,1255.7745,528.6525,319.2254638671875,1046.3474731445312
7505,2018-10-09,17,18.4,39,2.1,2000,4.1,0.45,0.0,0.0,Autumn,Holiday,No,0,94.3984,-336.91843,0.0,305.8693963239581,-94.39839935302734,336.9184265136719,0.0,-305.8693963239581,-434.2735,1213.4209,434.27349853515625,-1213.4208984375,1858.195,572.547,-1858.1949462890625,-572.5469970703125
2566,2018-03-17,22,7.0,55,2.7,1041,-1.4,0.0,0.0,0.0,Spring,No Holiday,Yes,562,618.8615,680.8112,565.0,1006.6044464404071,-56.86151123046875,-118.81121826171875,-3.0,-444.60444644040706,202.39902,495.35144,359.6009826660156,66.6485595703125,1916.528,333.69748,-1354.5279541015625,228.30252075195312
7560,2018-10-12,0,8.2,61,1.3,2000,1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,706,613.43756,677.9016,707.0,499.7714075132326,92.56243896484375,28.098388671875,-1.0,206.2285924867674,534.3547,592.64233,171.64532470703125,113.357666015625,908.6564,283.14536,-202.6563720703125,422.8546447753906
6418,2018-08-25,10,26.3,67,3.2,1673,19.6,1.48,0.0,0.0,Summer,No Holiday,Yes,858,819.10315,732.8082,910.0,978.1478174446385,38.8968505859375,125.1917724609375,-52.0,-120.14781744463846,904.82404,2296.597,-46.82403564453125,-1438.596923828125,653.02216,501.86823,204.97784423828125,356.13177490234375
6867,2018-09-13,3,20.9,68,1.7,2000,14.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,304,391.75983,587.19415,259.0,857.8637883550593,-87.75982666015625,-283.19415283203125,45.0,-553.8637883550593,1008.5163,716.1652,-704.5162963867188,-412.16522216796875,341.54184,244.36894,-37.541839599609375,59.63105773925781
2623,2018-03-20,7,3.8,44,4.1,2000,-7.3,0.02,0.0,0.0,Spring,No Holiday,Yes,677,610.84674,540.11707,399.0,626.4965138385505,66.15325927734375,136.8829345703125,278.0,50.50348616144947,640.21686,691.4651,36.78314208984375,-14.465087890625,519.8259,344.72098,157.174072265625,332.2790222167969
2972,2018-04-03,20,17.3,80,2.4,927,13.8,0.0,0.0,0.0,Spring,No Holiday,Yes,1470,1249.5535,1390.8346,841.0,997.9235164980968,220.446533203125,79.1654052734375,629.0,472.0764835019032,606.72034,1081.258,863.2796630859375,388.741943359375,1626.7998,445.44272,-156.7998046875,1024.5572814941406
8730,2018-11-29,18,0.0,46,0.9,1566,-4.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1577,974.382,1213.483,1904.0,977.7368413291252,602.6179809570312,363.5169677734375,-327.0,599.2631586708748,592.2525,355.2278,984.7474975585938,1221.7721862792969,1712.875,569.4619,-135.875,1007.5380859375
6161,2018-08-14,17,34.7,51,3.0,2000,23.0,1.22,0.0,0.0,Summer,No Holiday,Yes,1306,1301.6116,1161.2946,1310.0,1526.4718520671026,4.388427734375,144.7054443359375,-4.0,-220.47185206710265,1628.8401,1453.7465,-322.840087890625,-147.7464599609375,1236.6392,589.658,69.36083984375,716.3419799804688
7413,2018-10-05,21,16.5,96,2.2,963,15.8,0.0,1.5,0.0,Autumn,No Holiday,Yes,32,115.278206,117.27863,55.0,913.0784157822992,-83.27820587158203,-85.27863311767578,-23.0,-881.0784157822992,33.54579,80.58097,-1.5457916259765625,-48.580970764160156,218.53296,276.3082,-186.532958984375,-244.30819702148438
8159,2018-11-05,23,10.9,82,0.1,346,7.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,829,731.4158,614.3208,309.0,989.5545065363956,97.584228515625,214.67919921875,520.0,-160.5545065363956,362.3675,311.5618,466.63250732421875,517.4382019042969,1283.2163,366.2615,-454.21630859375,462.7384948730469
6413,2018-08-25,5,23.3,79,1.7,1592,19.4,0.0,0.0,0.0,Summer,No Holiday,Yes,232,334.3321,332.01285,289.0,744.4324688204445,-102.33209228515625,-100.01284790039062,-57.0,-512.4324688204445,615.1871,1002.6011,-383.18707275390625,-770.60107421875,326.66223,215.22978,-94.6622314453125,16.770217895507812
4590,2018-06-10,6,18.3,71,0.9,2000,12.9,0.0,0.0,0.0,Summer,No Holiday,Yes,216,354.51245,313.43878,678.0,699.9517565237556,-138.512451171875,-97.43878173828125,-462.0,-483.95175652375565,578.44305,256.94098,-362.44305419921875,-40.94097900390625,430.11426,249.9805,-214.1142578125,-33.980499267578125
7639,2018-10-15,7,11.5,81,0.8,960,8.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1271,820.2712,899.34283,304.0,587.9280162941247,450.72882080078125,371.65716552734375,967.0,683.0719837058753,543.848,419.38885,727.1519775390625,851.6111450195312,474.54095,341.0756,796.4590454101562,929.9244079589844
8006,2018-10-30,14,10.7,33,1.7,2000,-4.9,2.12,0.0,0.0,Autumn,No Holiday,Yes,903,920.43335,1003.7598,847.0,1004.7232476291518,-17.433349609375,-100.75982666015625,56.0,-101.72324762915184,902.9434,988.9411,0.05657958984375,-85.94110107421875,1032.6918,580.6257,-129.6917724609375,322.37432861328125
3175,2018-04-12,7,7.6,54,1.7,1690,-1.1,0.13,0.0,0.0,Spring,No Holiday,Yes,1054,795.92676,914.5991,1100.0,590.6809097536208,258.0732421875,139.40087890625,-46.0,463.31909024637923,1050.1956,822.90204,3.804443359375,231.09796142578125,756.6579,366.2196,297.34210205078125,687.7803955078125
1995,2018-02-22,3,-2.8,57,0.5,1995,-10.1,0.0,0.0,0.0,Winter,No Holiday,Yes,71,139.80193,82.96601,169.0,-56.93479326487267,-68.80192565917969,-11.966011047363281,-98.0,127.93479326487267,275.9993,190.4841,-204.99929809570312,-119.48410034179688,333.5973,98.601105,-262.5972900390625,-27.601104736328125
8000,2018-10-30,8,1.4,58,0.9,1883,-5.9,0.15,0.0,0.0,Autumn,No Holiday,Yes,1883,1405.2369,1560.562,530.0,554.4939629772399,477.7630615234375,322.43798828125,1353.0,1328.5060370227602,821.4426,409.41943,1061.557373046875,1473.58056640625,699.04944,528.6321,1183.9505615234375,1354.367919921875
5461,2018-07-16,13,33.0,51,2.5,1100,21.5,3.09,0.0,0.0,Summer,No Holiday,Yes,727,745.66034,824.4452,722.0,1215.9479379784525,-18.66033935546875,-97.4451904296875,5.0,-488.9479379784525,936.14197,1557.1965,-209.1419677734375,-830.196533203125,705.8714,456.102,21.12860107421875,270.89801025390625
186,2017-12-08,18,-3.1,33,1.2,2000,-17.1,0.0,0.0,0.0,Winter,No Holiday,Yes,752,328.64056,532.3974,637.0,546.0804938226099,423.35943603515625,219.60260009765625,115.0,205.91950617739008,453.2651,269.66443,298.7348937988281,482.3355712890625,1747.296,564.40247,-995.2960205078125,187.5975341796875
6441,2018-08-26,9,24.2,64,1.2,1985,16.9,1.48,0.0,0.0,Summer,No Holiday,Yes,725,957.9864,1140.1302,808.0,887.0013354075197,-232.98638916015625,-415.1302490234375,-83.0,-162.00133540751972,1340.121,2164.1328,-615.1209716796875,-1439.1328125,954.0625,579.507,-229.0625,145.49298095703125
5733,2018-07-27,21,30.3,75,1.1,1289,25.3,0.0,0.0,0.0,Summer,No Holiday,Yes,1547,1599.8129,1663.2594,1158.0,1390.4662244026836,-52.8128662109375,-116.2593994140625,389.0,156.53377559731643,507.69855,1220.2404,1039.3014526367188,326.7596435546875,1731.3369,519.1336,-184.3369140625,1027.8663940429688
5432,2018-07-15,8,26.2,75,0.9,1560,21.4,0.77,0.0,0.0,Summer,No Holiday,Yes,613,1379.0619,987.6287,787.0,864.8794847373101,-766.0618896484375,-374.62872314453125,-174.0,-251.87948473731012,1113.2787,2006.5173,-500.2786865234375,-1393.517333984375,1586.5605,564.72437,-973.560546875,48.275634765625
6832,2018-09-11,16,25.5,44,1.4,2000,12.3,1.0,0.0,0.0,Autumn,No Holiday,Yes,1527,1514.2566,1771.3359,1503.0,1436.983326559573,12.743408203125,-244.3359375,24.0,90.01667344042698,2304.5713,2025.1559,-777.5712890625,-498.1558837890625,1867.7583,701.8093,-340.75830078125,825.190673828125
2351,2018-03-08,23,2.8,73,1.8,468,-1.5,0.0,0.0,0.0,Spring,No Holiday,Yes,315,417.35266,338.01453,309.0,752.6977722745886,-102.3526611328125,-23.0145263671875,6.0,-437.6977722745886,280.93542,202.46695,34.0645751953125,112.53305053710938,1479.4233,177.21562,-1164.42333984375,137.7843780517578
555,2017-12-24,3,5.2,82,0.8,190,2.3,0.0,0.0,0.0,Winter,Holiday,Yes,149,147.32037,126.801025,230.0,-210.90154823008845,1.67962646484375,22.198974609375,-81.0,359.90154823008845,59.21286,48.95787,89.78713989257812,100.04212951660156,786.9829,105.04361,-637.98291015625,43.956390380859375
1807,2018-02-14,7,1.3,66,1.1,1534,-4.3,0.0,0.0,0.0,Winter,No Holiday,Yes,292,312.54926,269.24484,498.0,89.80862858551933,-20.54925537109375,22.755157470703125,-206.0,202.19137141448067,365.94745,143.70045,-73.94744873046875,148.29954528808594,504.39758,264.0633,-212.3975830078125,27.93670654296875
7470,2018-10-08,6,9.5,68,0.9,2000,3.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,503,349.06284,388.2335,513.0,632.5546036929804,153.93716430664062,114.76651000976562,-10.0,-129.55460369298044,734.38245,450.76877,-231.3824462890625,52.231231689453125,372.56052,254.59712,130.43948364257812,248.4028778076172
7878,2018-10-25,6,7.5,86,1.3,1301,5.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,450,344.49063,331.28348,150.0,423.19615862110095,105.50936889648438,118.71652221679688,300.0,26.80384137889905,664.5901,163.65643,-214.590087890625,286.34356689453125,234.54987,237.5215,215.45013427734375,212.47850036621094
3412,2018-04-22,4,14.9,35,0.8,2000,-0.4,0.0,0.0,0.0,Spring,No Holiday,Yes,192,277.90335,135.60367,136.0,821.351427544826,-85.90335083007812,56.396331787109375,56.0,-629.351427544826,155.53784,846.2384,36.462158203125,-654.2384033203125,281.86758,188.57924,-89.86758422851562,3.4207611083984375
5850,2018-08-01,18,37.8,47,3.8,1931,24.5,1.09,0.0,0.0,Summer,No Holiday,Yes,1929,1707.1478,1337.9619,1044.0,1683.3239932098368,221.8521728515625,591.0380859375,885.0,245.67600679016323,1382.5264,1336.7123,546.4736328125,592.2877197265625,1490.8947,742.9159,438.1053466796875,1186.0841064453125
1161,2018-01-18,9,1.2,84,2.1,210,-1.2,0.07,0.0,0.0,Winter,No Holiday,Yes,305,247.65677,222.6621,97.0,-17.75884157985928,57.343231201171875,82.33790588378906,208.0,322.7588415798593,142.69354,388.54926,162.30645751953125,-83.54925537109375,771.88324,234.93774,-466.88323974609375,70.062255859375
